Job Title,Company,Location,No. of Openings,Job Level,Salary,Experience,Job URL,Job Description
Accountant,N.K Technology,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,Less than or equal to 1 year,https://merojob.com/accountant-3731/,"Handle day-to-day accounting transactions and maintain accurate financial records.Generate VAT bills and ensure proper documentation for taxation.Prepare and maintain ledger accounts, journal entries, and reconciliations.Manage accounts payable and receivable, ensuring timely payments and collections.Prepare financial statements, balance sheets, and profit & loss reports.File VAT, TDS, and tax returns as per government regulations.Ensure compliance with tax laws and financial regulations.Coordinate with auditors and assist in internal and external audits.Maintain cash flow records and monitor banking transactions.Work with accounting software (Tally, QuickBooks, or relevant ERP systems)."
Analyst,Audit Partnership,"Anamnagar, Kathmandu",[ 20 ],Entry Level,"NRs. 25,000 Monthly",Not Required,https://merojob.com/analyst-32/,"You will be responsible for your own audits and the detailed analysis of financial data. Reviewing retail promotional activity.With a keen eye for detail, you will be reviewing, evaluating, and investigating datasets to identify discrepancies. You will be given responsibility to make integral decisions and the chance to make a real contribution to the company’s continued success."
Human Resource Assistant,Centrix,"Bansbari Road, Kathmandu",[ 1 ],Mid Level,"NRs. 25,000 Monthly",More than or equal to 1 year,https://merojob.com/human-resource-assistant-16/,"Develop and implement HR policies and proceduresOversee recruitment, onboarding, and employee retentionHandle employee relations, manage attendance and performance evaluation systems.Organize training and development programsMaintain HR records and reports"
Dance Teacher,Rosebud School,"Buddhanagar, Kathmandu",[ 1 ],Mid Level,"NRs. 30,000 - 40,000 Monthly",More than or equal to 2 years,https://merojob.com/dance-teacher-46/,"Teach various styles of dance, such as classical, contemporary, folk, and cultural dances, to students of different age groups.Plan and conduct engaging dance classes that focus on technique, choreography, and performance skills.Develop and implement a comprehensive dance curriculum that aligns with the school's goals and objectives.Create lesson plans, instructional materials, and performance routines for dance classes.Assess students' progress and skill levels through regular evaluations, rehearsals, and performances.Provide constructive feedback and guidance to students to help them improve their dance abilities.Choreograph dance routines and performances for school events, competitions, and showcases.Organize and coordinate dance rehearsals, costume fittings, and stage productions.Collaborate with other dance teachers, school staff, and external instructors to organize workshops, masterclasses, and dance-related events.Participate in faculty meetings and contribute to the overall development of the performing arts program."
Middle School Math Teacher (Gra…,Rosebud School,"Buddhanagar, Kathmandu",[ 1 ],Mid Level,"NRs. 40,000 - 50,000 Monthly",More than or equal to 2 years,https://merojob.com/middle-school-math-teacher-grade-67-8/,"Plan and deliver engaging math lessons based on the curriculum and the students' individual needsUse various instructional techniques and resources to enhance students' understanding and retention of math conceptsCreate and administer assessments to evaluate students' progress and adjust teaching strategies accordinglyCollaborate with colleagues to develop and implement effective and meaningful math programs and activitiesMaintain a positive and inclusive classroom environment, fostering curiosity and critical thinking skillsStay up-to-date with the latest teaching methods and strategies in the field of math educationAdhere to all school policies and procedures, including those related to student safety and confidentiality."
Sales Officer,Plaza Sales,Kathmandu,[ 5 ],Mid Level,"NRs. 30,000 Monthly",More than 2 years,https://merojob.com/sales-officer-980/,"Develop and execute a strategic sales plan to achieve and exceed wholesale revenue targets.Identify and cultivate relationships with new wholesale buyers.Analyze sales data, identify trends, and develop data-driven strategies to increase wholesale sales volume and profitability.Work closely with the operations and logistics teams to ensure timely order fulfillment and smooth export processes.Manage product returns and resolve customer complaints efficientlyWillingness to travel within assigned territory."
Pre School Teacher,Eurokids Gongabu,"Gongabu, Baniyatar",[ 5 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/pre-school-teacher-102/,"Plan and implement age-appropriate activities to foster children's physical, social, emotional, and cognitive development.Create a safe and supportive learning environment for children.Develop and implement lesson plans that align with the school's curriculum and educational standards.Utilize a variety of teaching methods to engage children and enhance their learning experience.Monitor and assess students' progress and provide feedback to parents.Collaborate with other teachers and school staff to support the overall development of students.Communicate effectively with parents to provide updates on students' progress and address any concerns.Maintain accurate and organized records of students' academic and behavioral performance.Incorporate technology and other innovative teaching methods to enhance learning."
Primary Level Teacher,Kathmandu Euro IB World School,"Gongabu, Baniyatar, Kathmandu",[ 5 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/primary-level-teacher-64/,"Plan, prepare, and deliver instructional activities that facilitate active learning.Create a positive learning environment that fosters intellectual curiosity, critical thinking, and teamwork.Develop lesson plans and instructional materials aligned with curriculum standards.Assess and document students' progress and provide timely feedback.Collaborate with colleagues, parents, and administrators to support student development.Maintain accurate records of attendance, grades, and behavior.Participate in professional development activities to enhance teaching skills."
Secondary Level Teacher,Kathmandu Euro IB World School,"Gongabu, Baniyatar, Kathmandu",[ 5 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/secondary-level-teacher-73/,"Design and implement engaging lesson plans that meet the needs and interests of diverse learners.Utilize various teaching strategies and resources to facilitate student understanding and mastery of subject matter.Assess student learning through quizzes, tests, projects, and other forms of evaluation.Provide constructive feedback to students to support their academic growth.Collaborate with colleagues to develop interdisciplinary units and projects.Communicate regularly with parents/guardians about student progress and concerns.Participate in department meetings, professional development, and school events."
Junior Accountant,Purnaa Enterprises,"Champi, Lalitpur",[ 1 ],Mid Level,"NRs. 32,000 Monthly",More than or equal to 2 years,https://merojob.com/junior-accountant-172/,"Manage petty cash and ensure daily reconciliation of actual cash and the Accounting systemAccurately and on time; purchases, sales, and stock information are entered into the accounting system, and invoices are filed.Track and control payables and receivables.Prepare daily cash and bank balance reconciliation.Handwrite sales and purchase ledgers and VAT billsPrepare monthly VAT Filing TotalsAssist in company end-of-year audit and tax filing process, including getting tax clearance letter (Preparing supporting documents for audit)Work with the Sourcing Team and Production Team to assist in reconciling stock records and the balance sheet stock and WIP values.Assist in preparing VAT Refund detail information – export, import, ACP detailsTrack receipts from customers to assist management of customer advances and receivables and quickly process paperwork for shipment. APC invoice adjustmentsMonthly customer advance report to PMsCheck whether bank balances are sufficient for payments or not and make the transfer to NPR from the USD account if needed.Perform banking-related tasks as required to include depositing or cashing checks, processing payments, obtaining APC, and making international payments.Assist in working with Nepali government offices on behalf of Purnaa including IRD, municipality office, district office, Customs Department, Department of Industry, Immigration, Company Registrar, Labor Office, and others.Cash-incentive filing and processing."
SailPoint Engineer,JiniTeks,"Kathmandu, Nepal",[ 1 ],Mid Level,"NRs. 80,000 Monthly",More than 4 years,https://merojob.com/sailpoint-engineer/,"Design and Implementation: Develop and deploy IAM solutions using SailPoint IIQ and IdentityNow to meet organizational requirements.​Integration: Integrate IAM systems with various applications and platforms, including Okta for single sign-on (SSO) and CyberArk for privileged access management.​Federation Services: Configure and manage PingFederate to enable secure identity federation across different domains.​Access Management: Establish and enforce access policies, ensuring compliance with internal controls and regulatory standards.​Lifecycle Management: Oversee user provisioning, de-provisioning, and role management processes to maintain accurate access rights.​Monitoring and Reporting: Implement monitoring tools and generate reports to assess the effectiveness of IAM solutions and identify areas for improvement.​Collaboration: Work closely with IT security, compliance, and application teams to align IAM strategies with business objectives.​"
Senior Technical Writer,Logpoint Nepal,Lalitpur,[ 1 ],Senior Level,Not Disclosed,More than 4 years,https://merojob.com/senior-technical-writer-3/,"Produce high-quality product documentation for various product lines that help customers understand and use our products. Documentation includes but is not limited to User Guides, Release Notes, Troubleshooting documents and potentially How-to videos. Collaborate with subject matter experts (software developers, quality assurance engineers, project managers, product owners, and other SMEs) to gather technical information to write, update and revise documentation.Help refine our voice, tone, and writing standards.Edit legacy content so it aligns with our user-centric style guide.Conduct peer reviews for grammar, style, and format. Support the Documentation Lead for Roadmap planning and training needs for team members."
Mid QA Engineer (Automation),Aayulogic,"Chakupat, Patan Dhoka",[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/mid-qa-engineer-automation/,"Design, develop, and execute automated test scripts using Selenium.Perform functional, regression, and performance testing.Identify, document, and track bugs using tools like JIRA.Collaborate with developers and product teams to ensure high-quality releases.Ensure compliance with software testing best practices.Work in an Agile environment, participating in sprint planning and review"
Retail Salesperson,Square Feet Store,"Pepsicola, Kathmandu",[ 1 ],Mid Level,"NRs. 25,000 Monthly",More than or equal to 2 years,https://merojob.com/retail-salesperson/,"Greet and assist walk-in customers, understand their needs, and provide product recommendations.Explain product features, benefits, and pricing clearly.Prepare quotations and follow up with clients to close sales.Maintain excellent customer service to encourage repeat business.Coordinate with the delivery team to ensure timely and accurate order fulfillment.Develop and maintain relationships with interior designers, architects, and contractors.Keep a record of visitors, ongoing projects, and key specifiers.Assist in documentation, billing, and handling customer queries.Work closely with the warehouse and logistics team to ensure smooth deliveries.Coordinate with housekeeping and maintenance staff for showroom upkeep."
Office Maintenance Supervisor,East West Concern,Baluwatar,[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/office-maintenance-supervisor/,"Facility Maintenance – Ensuring the office space, equipment, and utilities (HVAC, plumbing, electrical, etc.) are in good working condition.Supervising Maintenance Staff – Managing janitors, handymen, and technicians, assigning tasks, and ensuring work is completed properly.Repairs & Inspections – Conducting routine inspections to identify maintenance needs and coordinating repairs.Safety & Compliance – Ensuring the office complies with safety regulations and company policies (e.g., fire safety, OSHA standards).Vendor & Contractor Coordination – Hiring and supervising external contractors for specialized repairs or upgrades.Inventory Management – Keeping track of tools, supplies, and office maintenance equipment.Budget Management – Managing maintenance costs, requesting quotes, and approving expenses for repairs and upgrades.Emergency Response – Handling urgent maintenance issues like leaks, power outages, or security concerns.Other job as per nature of the job"
Math / Science Teacher,Unique Nepal Academy,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/mathsscience-teacher-4/,"Teach Maths and Science subjects to students from Grade 4 to 7.Plan, develop, and implement engaging lesson plans as per the curriculum.Assess students' progress and provide constructive feedback.Maintain a positive and disciplined classroom environment.Collaborate with fellow teachers and school administration to enhance the learning experience.Participate in staff meetings, training programs, and school events."
Basic Level English Language Te…,Unique Nepal Academy,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/basic-level-english-language-teacher/,Plan and deliver engaging English language lessons for basic-level students.Develop and implement curriculum plans and instructional materials.Foster a positive and interactive classroom environment.Assess and evaluate students’ progress through assignments and exams.Maintain discipline and classroom management effectively.Collaborate with colleagues and administration for academic development.Encourage students' participation and enhance their language skills.
Teacher,Pathshala Nepal Foundation,"New Baneshwor, Kathmandu",Not found,Not found,Not found,Not found,https://merojob.com/teacher-514/,Not found
Social Media Handler / Content …,Millsberry School,"Bansbari Road, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than or equal to 1 year,https://merojob.com/social-media-handlercontent-creator/,"Develop creative and informative content for social media platforms including Facebook, Instagram, Twitter, TikTok, You Tube, LinkedIn etc. Plan, schedule, and publish content to ensure consistent online presence Monitor social media activity and respond to comments, messages, and reviews in a timely manner Collaborate with the marketing team to create and implement social media campaigns Use analytics tools to track social media performance and make data-driven decisions Stay updated with current industry trends and incorporate them into content strategy Engage with Millsberry School's online community by creating interactive posts, quizzes, contests etc.Knowledge of professional photography is requiredAssist in creating and managing social media advertisements"
Front Desk Officer,Unique Nepal Academy,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/front-desk-officer-1314/,"Greet and assist visitors in a professional and friendly manner.Handle phone calls, emails, and inquiries efficiently.Manage front desk operations, including scheduling and maintaining records.Provide administrative support and coordinate office tasks.Address customer concerns and provide appropriate solutions.Ensure a well-organized and welcoming reception area."
Nepali Language Teacher,Unique Nepal Academy,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/nepali-language-teacher-9/,"Teach Nepali language to students from Grade 4 to 7.Plan and develop curriculum, lesson plans, and assessments in alignment with educational standards.Foster a positive and engaging classroom environment to enhance learning.Monitor and evaluate student progress and provide constructive feedback.Maintain classroom discipline and effective classroom management.Work collaboratively with colleagues and school administration for curriculum planning and student support."
Senior .NET Developer (Full Sta…,NBIT,"Balkumari, Lalitpur",[ 2 ],Senior Level,Not Disclosed,More than 8 years,https://merojob.com/senior-net-developer-full-stack/,"Outstanding communication and interpersonal skills.Ability to work well, communicate and contribute to a team and work autonomouslyHas a real passion and interest in learning new technologies and staying up to date.Leadership skillsContribute to the design and architecture of our software and services."
R&D and Delivery Leader,Hitachi Energy,"Kathmandu, Bagmati",[ 1 ],Top Level,Not Disclosed,More than 15 years,https://merojob.com/rd-and-delivery-leader-2/,"Lead, mentor, and motivate a large software development team to achieve high performance.Foster a collaborative and innovative culture that encourages continuous improvement and professional growth.Oversee end-to-end project management, including planning, execution, monitoring, and delivery of software solutions.Develop and manage the budget for the R&D and delivery teams, ensuring efficient allocation of resources.Monitor expenditures, prepare financial forecasts, and provide regular budget reports to senior management.Identify talent needs within the team and oversee recruitment, onboarding, and retention strategies.Conduct regular performance evaluations, provide constructive feedback, and facilitate professional development opportunities.Create and implement succession planning and career development paths for team members.Act as the primary liaison between the offshore team and internal stakeholders, ensuring effective communication and collaboration.Provide regular updates on project status, challenges, and milestones to senior management and relevant stakeholders.Identify potential project risks and develop mitigation strategies to minimize impact.Ensure compliance with industry standards and best practices in software development and project management.Essure the team utilizes global development tools and processes, promoting standardization across projects.Implement and enforce best practices in software development, including coding standards version control and documentation.Establish and maintain global quality assurance processes, including adherence to quality gates and checkpoints throughout the project lifecycle.Ensure comply with industry standards and security protocols, integrating security practices into development process.Living Hitachi Energy’s core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business."
HR Business Partner - Enterpris…,Hitachi Energy,"Kathmandu, Nepal.",[ 1 ],Senior Level,Not Disclosed,More than or equal to 5 years,https://merojob.com/hr-business-partner-enterprise-software-solutions-11/,"Implement people strategy and act in line with global BU/ global function strategy and Group HR policies and guidelines. Shaping, improving and supervising all HR processes such as: Employee Relations, Performance Life Cycle, Recruitment & Employer Branding, Onboarding, Learning & Development,  Oversee implementation of HR processes within the area of responsibility requiring follow up and advisement. Cooperate closely with Managers and Employees in relevant location to achieve better understanding of current HR issues and introduce the most effective solutions to resolve them. Being the main point of contact for Managers on all People matters, answering questions and addressing concerns,  Support Managers in implementing and following up performance management activities. Represent HR in the workplace, build partnership between Employees, HR and Managers. Implement and ensure compliance with global and local standards, rules, tools, policies and processes related to operation or project execution and share functional best practice and lessons learned across the organization. Developing and driving people strategy supporting the organization to deliver business results. Ensure that the area of responsibility is properly organized, staffed and directed. Helps to build up an effective, capable and high performing team. Living Hitachi Energy’s core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business."
Sales Executive (For UK),Same Day Courier,"Kathmandu, Nepal",[ 5 ],Mid Level,"NRs. 100,000 - 120,000 Monthly",More than or equal to 4 years,https://merojob.com/sales-executive-for-uk-2/,"Telesales: Make sales calls from Nepal to UK potential companies/clients in order to bring an average of 2-3 New Clients in a week for Same Day Courier
Europe Ltd (www.same-daycourier.com)As it is an outsourced job for the UK, English must be fluent and English Accent must be perfect for our clients to comprehend. Must be graduated from English-speaking countries such as the UK, USA, Canada, or Australia. Laptop, Phone, prospects/leads, etc will be provided.Full training will be givenAble to operate CRM software to track and manage leads.In addition to a basic starting salary between Rs 100,000 to Rs120,000 per month (1 Lakh to 1 Lakh 20 Thousands), there is a bonus of Rs 5,000 per new client, i.e Rs 30,000 bonus for six new clients in a month.Salary Payment: BACS payment end of the English monthBuild and nurture long-term relationships with clients to ensure their satisfaction and loyaltyThe job is for a long-term and NOT a short-term contract.Immediate start"
Operations Manager,Same Day Courier,"Kathmandu, Nepal",[ 3 ],Mid Level,"NRs. 100,000 - 120,000 Monthly",More than or equal to 4 years,https://merojob.com/operations-manager-139/,"Assistant Operations Manager (For UK Business) Business: Same Day Courier Europe Ltd. (www.same-daycourier.com) is a fully dedicated transportation and delivery service provider operating all throughout the UK and EuropeMain Role: Clients' Phone ring both in the UK office and here in Nepal at the same time. Work closely with the other staff (British & Nepalese) in the United Kingdom and in Nepal via zoom and VOIP phones and provide quotes and manage transportation service (please visit website). Currently 8 outsourced staffs here in ktm who work from home for the UK.As it is an outsourced job for the UK, English must be fluent and English Accent must be perfect for our clients to comprehend. Must be graduated from English-speaking countries such as the UK, USA, Canada, or Australia. Laptop, Phone, prospects/leads, etc will be provided.Full training will be givenIn addition to a basic starting salary between Rs 100,000 to Rs120,000 per month (1 Lakh to 1 Lakh 20 Thousands), there is a bonuses on topSalary Payment: BACS payment end of the English monthThe job is for a long-term and NOT a short-term contract.Immediate start"
General Manager,Vyas Retreat,Pokhara,[ 1 ],Senior Level,Not Disclosed,More than 5 years,https://merojob.com/general-manager-338/,"Oversee the daily operations of the hotel and wellness center, ensuring smooth coordination between departments.Develop and implement standard operating procedures (SOPs) across all departments.Hire, train, and manage staff, ensuring a high standard of service.Ensure guest satisfaction by maintaining high standards of cleanliness, service, and hospitality.Manage budgeting, financial reporting, and cost control measures.Coordinate with Ayurveda doctors, therapists, and wellness professionals to maintain the integrity of Panchakarma treatments.Implement marketing and sales strategies to attract wellness travelers.Ensure compliance with local regulations and health and safety protocols.Utilize spreadsheets and software for efficient data management, reservations, and reporting.Maintain a positive, health-conscious environment aligned with Ayurvedic and Vedic principles."
Speech Therapists,Laligurans Child Development Center,"Children's Center, Kathmandu",[ 2 ],Mid Level,"NRs. 90,000 - 120,000 Monthly",More than 1 year,https://merojob.com/speech-therapists/,Assess speech and language development in children.Create and implement therapy plans.Conduct individual and group therapy sessions.Collaborate with parents and other professionals.
Marketing Officer,Rasbita International Travel & Tours,"Kathmandu, Nepal",[ 2 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/marketing-officer-1537/,"Conduct regular field visits to connect with potential and existing clientsAcquire and onboard new clients to grow the customer baseDevelop creative and compelling marketing contentDesign and prepare promotional brochures and marketing materialsManage and grow the company’s social media presenceCoordinate with the sales team to align marketing effortsIdentify new marketing opportunities and propose strategic ideasMaintain and update a database of marketing contacts and interactionsPrepare reports on marketing activities, trends, and results"
Lead Architect,Amar Architects,"Bhanimandal, Lalitpur",[ 1 ],Senior Level,Not Disclosed,More than 5 years,https://merojob.com/lead-architect-2/,"Proficient use of preferred drafting programProficient use of office including power point, excel & wordProficient use of adobe programs including Photoshop, InDesign & Illustrator (desk top publishing skills preferred)Design or documentation team member working to Senior’s mark-upsSuggested job title to be Graduate ArchitectArchitecture degree qualification from recognized institutionUndergraduate / part-time or no professional experience required"
Senior Brand Manager,TechSkills Institute,"Jana Marg, Local Farm, Kathmandu",[ 1 ],Senior Level,"NRs. 60,000 - 130,000 Monthly",More than or equal to 3 years,https://merojob.com/senior-brand-manager-2/,"Develop content ideas and social media scripts aligned with brand goals.Plan and schedule daily posts across all social platforms.Collaborate with content editors to ensure all materials (videos, graphics, and posts) meet brand guidelines and require minimal revisions.Work closely with students, celebrities, and the public to create engaging, relatable, and shareable content."
Full Stack Developer,TechSkills Institute,"Jana Marg, Local Farm, Kathmandu",[ 1 ],Senior Level,"NRs. 70,000 - 100,000 Monthly",More than or equal to 2 years,https://merojob.com/full-stack-developer-203/,"Develop
new features for our web application and integrate APIs.Write
clean, efficient, and robust backend code using PHP and Laravel.Troubleshoot
and resolve bugs, ensuring system reliability and performance.Collaborate
with team members in system design and architectural decisions.Communicate
effectively with team members and stakeholder.Proactively
ask questions and seek clarification when needed."
Digital Sales Manager,Yuvira Cosmetics,"Kathmandu, Nepal",[ 1 ],Mid Level,"NRs. 25,000 - 30,000 Monthly",More than 2 years,https://merojob.com/digital-sales-manager-2/,"Oversee the day-to-day management and optimization of the company website.Ensure the website is user-friendly, optimized for performance, and aligned with branding and sales goals.Work with developers to troubleshoot and implement new features as needed."
Laravel Developer,Hi-Tech Valley,"Imadol, Lalitpur",[ 4 ],Mid Level,Not Disclosed,More than 4 years,https://merojob.com/laravel-developer-170/,"Collaborate with cross-functional teams to gather and understand project requirements.Design, develop, and maintain PHP-based web applications, ensuring optimal performance and security.Write clean, well-documented, and efficient code.Troubleshoot and resolve technical issues, bugs, and errors.Conduct code reviews and provide constructive feedback to junior developers.Stay up-to-date with the latest PHP trends (Laravel framework) and technologies to continually improve our systems."
Lower Secondary Mathematics Tea…,Shristi Academy,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/lower-secondary-mathematics-teacher-8/,"Plan and deliver engaging and high-quality Mathematics lessons to students in Lower SecondaryDevelop and implement innovative teaching strategies to support students’ mathematical development.Assess, track, and report on students’ progress in Mathematics.Provide differentiated support to meet the diverse needs of learners.Create a positive, inclusive classroom environment that encourages active learning and student participation.Collaborate with colleagues to develop and improve the Mathematics curriculum.Communicate regularly with parents and guardians about student progress.Participate in extracurricular activities and school events as required."
Executive Assistant to the Dire…,Amar Architects,"Bhanimandal, Lalitpur",[ 1 ],Entry Level,Not Disclosed,More than 1 year,https://merojob.com/executive-assistant-to-the-directors/,"Provide comprehensive executive support to the Directors, managing calendars, appointments, and travel arrangementsHandle day-to-day administrative tasks and oversee efficient office operationsAssist in setting up and managing office infrastructure including procurement, supplies, and vendor relationshipsStreamline processes and help implement best practices to improve operational efficiency across all business verticals"
Interior Designer,Amar Architects,"Bhanimandal, Lalitpur",[ 1 ],Entry Level,Not Disclosed,More than or equal to 1 year,https://merojob.com/interior-designer-194/,"Responsible for the production of detailed drawingsCo-ordination and production across all phases of the interior design processQuality control of drawings and specificationsAbility to co-ordinate and liaise with clients, consultants and contractorsDocumentation programming and planningSite and construction management"
Physiotherapy Assistant,B.P. Eye Foundation(BPEF),"Lokanthali ,Bhaktapur",[ 1 ],Mid Level,Not Disclosed,More than or equal to 1 year,https://merojob.com/physiotherapy-assistant-7/,"Individuals working in the field of pediatrics rehabilitation will be preferred.Provide theropeutic exercises.Assist in sensory - motor activities & structure play based therapy session.Observe, maintain & report patient progress.Collaborate with multidisciplinary team and computer literate."
Junior Architect,Amar Architects,"Bhanimandal, Lalitpur",[ 1 ],Entry Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/junio-architect/,"Responsible for production of detailed drawingsCo-ordination and production across all phases of the architectural processQuality control of drawings and specificationsAbility to co-ordinate and liaise with the clients, consultants and contractorsDocumentation programming and planningSite and construction management"
Finance Manager,Sunaulo Parivar Nepal (SPN),Kathmandu,Not found,Not found,Not found,Not found,https://merojob.com/finance-manager-316/,Not found
Front Desk Officer,Nepal Vending,"Bharatpur-10, Chitwan",[ 2 ],Entry Level,Not Disclosed,More than 1 year,https://merojob.com/front-desk-officer-1321/,"Greet and welcome visitors in a professional and friendly mannerAnswer and direct incoming phone calls to the appropriate departmentProvide sales support by answering product and service inquiries and directing potential customers to the appropriate sales team memberProvide general administrative support, including maintaining files and recordsAssist with sales support tasks such as data entry, order processing, and inventory managementHandle customer inquiries and complaints in a timely and efficient mannerMaintain a clean and organized front desk areaCoordinate with other departments to ensure smooth operations and customer satisfactionAssist with scheduling appointments and managing calendarsPrepare and distribute internal and external communications, such as memos and emailsPerform other duties as assigned by management"
Human Resource Manager,Music Nepal,"Kathmandu, Nepal",[ 1 ],Senior Level,Not Disclosed,More than 5 years,https://merojob.com/human-resource-manager-175/,"HR Strategy & Policy: Develop and implement comprehensive HR policies and strategies aligned with Music Nepal goals, ensuring an effective organizational structure and clear job frameworks.Talent Acquisition: Lead the full-cycle recruitment process, from sourcing to onboarding, attracting top talent through innovative methods.Compliance Records: Ensure meticulous adherence to labor laws, maintain accurate employee records, and manage all HR-related documentation.Compensation Benefits: Oversee payroll, benefits administration, and attendance management, ensuring competitive and compliant practices.Learning & Development: Design and deliver impactful training and development programs to enhance employee skills and foster career growth.Performance Management: Establish and manage a robust performance evaluation system to drive employee engagement and productivity.Employee Relations: Cultivate a positive work environment by proactively addressing employee relations matters and implementing effective conflict resolution strategies.HR Budget External Liaison: Manage the HR budget effectively and liaise with external stakeholders, including government agencies and labor unions.Leadership Team Management: Provide strong leadership to the HR department and contribute to the overall strategic direction of Music Nepal."
Video Editor,Alaya,"Bagdol, Lalitpur",[ 1 ],Mid Level,Not Disclosed,More than 1 year,https://merojob.com/video-editor-204/,"Edit and produce high-quality engaging video content tailored for social media platforms (e.g., TikTok, Instagram Reels, YouTube Shorts, Facebook, LinkedIn).Incorporate motion graphics, text overlays, and sound effects to boost video engagement.Design visually appealing social media graphics in line with brand aesthetics.Use specific tools like Illustrator for basic vector-based designs and Photoshop for static assets that produce the required outcome/ deliverable.Ensure all designs and multimedia assets adhere to Home Loan Experts and Alaya’s brand guidelines.Work under the direction of a Design Team Manager and other leaders to meet deadlines. And, actively participate in feedback sessions, accepting and implementing revisions constructively.Stay updated on industry trends, tools, and techniques in video editing and social-first content production.Conduct reviews of current digital assets and optimize them to ensure they meet business goals and enhance overall brand presence."
Client Services And Office Coor…,Navigo Consulting Group,"Lokanthali, Bhaktapur",[ 1 ],Entry Level,Not Disclosed,More than or equal to 1 year,https://merojob.com/administrative-and-sales-coordinator/,"Oversee and manage all office tasks such as maintaining records, handling correspondence and scheduling appointments.Make sales calls and follow up on leads to support sales targets and increase revenue for the organization.Handle emails and client inquiries in a professional manner, providing timely and accurate responses.Assist with compiling and organizing documents, reports, and presentations as needed.Provide exceptional customer service and work to resolve any client issues in a timely and efficient manner."
Operations Executive,Snowyoda Expeditions,"Bhote Bahal, Teku, Kathmandu",[ 1 ],Mid Level,"NRs. 20,000 - 30,000 Monthly",More than or equal to 1 year,https://merojob.com/operations-executive-19/,Handle hotel bookings and confirmationsCoordinate with transport vendors and assign vehicles as per itinerarySchedule drivers and ensure timely pickups and drop-offs
English Teacher (  Secondary an…,Shristi Academy,"Kathmandu, Nepal",[ 1 ],Mid Level,Not Disclosed,More than 2 years,https://merojob.com/lower-secondary-english-teacher-61/,"Plan and deliver engaging, comprehensive English lessons to Lower Secondary students.Develop and implement effective teaching strategies to help students improve their reading, writing, speaking, and listening skills.Assess and monitor student progress regularly, providing timely feedback and support.Foster a positive, inclusive, and collaborative classroom environment.Encourage critical thinking and creativity through literature, language, and writing activities.Collaborate with fellow teachers to develop and enhance the English curriculum.Communicate with parents and guardians about student achievements and areas for improvement.Participate in extracurricular activities, school events, and professional development opportunities as needed."
Trainings And Media Officer,Healing Together Nepal,"Pepsicola, Sunrise Chowk, Kathmandu",Not found,Not found,Not found,Not found,https://merojob.com/trainings-and-media-officer/,Not found
Assistant - Graphics Designer,Muktinath Krishi Company Limited,"Basundhara, Ring Road, Kathmandu",[ 1 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/assistant-graphics-designer/,"Design web pages, brochures, posts, logos, signs, books, magazine covers, annual reports, advertisements, and other communication materials.Responsible for motion designing for the promotion of different products.Proper coordination with concerned team to gain an understanding of what they want their proposed communications to look like. Create or incorporate illustrations, pictures, and designs to reflect the desired theme and tone of the communications.Proper selection of type size and style to enhance the readability of text and image.Produce drafts for review by concerned team and make revisions based on the feedback received.Review final productions for errors and ensure that final prints reflect team specifications.Handling of social media including Facebook, LinkedIn including regular update & operation of company website.Measure and report all the performance of digital marketing campaigns.Analysing industry, competition and market trends.Coordinating with the sales team and create different marketing schemes designs for sales promotion.Designing and developing marketing collaterals and promotional materials.Proper tracking and handling of ecommerce sites Design, build and maintain digital marketing approach.Solve IT related problems arising in the Company.Support with other components and departments of MKCL.Maintain and enhance the working environment with all staff community.Maintain and nurture SOP’s of company at all level.Other tasks assigned by Supervisor."
Graphic Design Executive,Air Experts,Kathmandu,[ 2 ],Mid Level,Not Disclosed,More than or equal to 2 years,https://merojob.com/graphic-design-executive-2/,"Developing visual concepts and designs for product pages, email campaigns, social media ads, and other online marketing materials.Creating designs that are optimized for mobile and desktop devices.Incorporating feedback and making revisions to designs as necessary.Designing landing pages and other website features that promote products and drive sales.Creating designs for packaging, product photography, and other physical marketing materials.Staying up-to-date with trends and best practices to inform design decisions.Managing multiple projects and deadlines simultaneously.Preparing final designs for production or publication, ensuring that they are print-ready or web-ready.Ensuring that designs meet brand guidelines and are consistent with the overall brand identity."
